date_commande;identifiant_client;montant_ttc;numero_commande;pays;canal
2025-07-11;CLI-001164;39,00;CMD-002991;DE;Email/SMS
2025-07-11;CLI-001496;99,00;CMD-002992;BE;Direct
2025-07-11;CLI-001616;78,00;CMD-002993;FR;Email/SMS
2025-07-11;CLI-001796;39,00;CMD-002994;FR;Meta
2025-07-11;CLI-001884;29,00;CMD-002995;ES;Google
2025-07-11;CLI-001889;39,00;CMD-002996;BE;Meta
2025-07-11;CLI-001944;39,00;CMD-002997;FR;Meta
2025-07-12;CLI-000045;99,00;CMD-002998;IT;Direct
2025-07-12;CLI-000565;99,00;CMD-002999;DE;Direct
2025-07-12;CLI-000989;78,00;CMD-003000;FR;Meta retargeting
2025-07-12;CLI-001343;113,00;CMD-003001;ES;Email/SMS
2025-07-12;CLI-001559;39,00;CMD-003002;FR;Direct
2025-07-12;CLI-001815;99,00;CMD-003003;FR;TikTok
2025-07-12;CLI-001881;74,00;CMD-003004;IT;Google
2025-07-12;CLI-001898;74,00;CMD-003005;FR;Meta
2025-07-12;CLI-001952;98,00;CMD-003006;DE;TikTok
2025-07-13;CLI-000236;39,00;CMD-003007;IT;Direct
2025-07-13;CLI-000374;138,00;CMD-003008;FR;Email/SMS
2025-07-13;CLI-000375;138,00;CMD-003009;FR;Direct
2025-07-13;CLI-001589;99,00;CMD-003010;IT;Meta retargeting
2025-07-13;CLI-001822;74,00;CMD-003011;BE;Google
2025-07-13;CLI-001841;74,00;CMD-003012;FR;Meta
2025-07-13;CLI-001847;74,00;CMD-003013;DE;Meta
2025-07-13;CLI-001853;99,00;CMD-003014;DE;Google
2025-07-13;CLI-001858;39,00;CMD-003015;FR;Meta
2025-07-13;CLI-001876;74,00;CMD-003016;BE;Google
2025-07-13;CLI-001903;39,00;CMD-003017;BE;TikTok
2025-07-13;CLI-001940;39,00;CMD-003018;FR;TikTok
2025-07-14;CLI-001950;-63,00;R-CMD-002955;ES;Remboursement
2025-07-14;CLI-001170;99,00;CMD-003019;IT;Email/SMS
2025-07-14;CLI-001349;78,00;CMD-003020;IT;Direct
2025-07-14;CLI-001451;99,00;CMD-003021;BE;Direct
2025-07-14;CLI-001636;74,00;CMD-003022;FR;Meta retargeting
2025-07-14;CLI-001877;74,00;CMD-003023;ES;Meta
2025-07-14;CLI-001895;74,00;CMD-003024;FR;Meta
2025-07-14;CLI-001911;99,00;CMD-003025;FR;Meta
2025-07-14;CLI-001937;99,00;CMD-003026;ES;Meta
2025-07-14;CLI-001953;63,00;CMD-003027;FR;TikTok
2025-07-15;CLI-000036;74,00;CMD-003028;FR;Direct
2025-07-15;CLI-000161;74,00;CMD-003029;FR;Direct
2025-07-15;CLI-000816;138,00;CMD-003030;FR;Direct
2025-07-15;CLI-000903;99,00;CMD-003031;FR;Meta retargeting
2025-07-15;CLI-001123;99,00;CMD-003032;FR;Meta retargeting
2025-07-15;CLI-001152;113,00;CMD-003033;FR;Email/SMS
2025-07-15;CLI-001221;78,00;CMD-003034;NL;Email/SMS
2025-07-15;CLI-001381;99,00;CMD-003035;DE;Direct
2025-07-15;CLI-001426;99,00;CMD-003036;BE;Meta retargeting
2025-07-15;CLI-001557;99,00;CMD-003037;BE;Meta retargeting
2025-07-15;CLI-001897;99,00;CMD-003038;ES;Meta
2025-07-15;CLI-001904;74,00;CMD-003039;BE;Meta
2025-07-15;CLI-001915;99,00;CMD-003040;ES;Autre
2025-07-15;CLI-001926;39,00;CMD-003041;FR;Meta
2025-07-15;CLI-001930;123,00;CMD-003042;FR;TikTok
2025-07-15;CLI-001945;74,00;CMD-003043;DE;Meta
2025-07-15;CLI-001981;74,00;CMD-003044;FR;Meta
2025-07-16;CLI-000650;99,00;CMD-003045;FR;Meta retargeting
2025-07-16;CLI-000748;99,00;CMD-003046;BE;Email/SMS
2025-07-16;CLI-000813;74,00;CMD-003047;FR;Direct
2025-07-16;CLI-000871;63,00;CMD-003048;FR;Meta retargeting
2025-07-16;CLI-000880;99,00;CMD-003049;FR;Direct
2025-07-16;CLI-000951;99,00;CMD-003050;FR;Email/SMS
2025-07-16;CLI-001028;29,00;CMD-003051;FR;Direct
2025-07-16;CLI-001343;74,00;CMD-003052;ES;Meta retargeting
2025-07-16;CLI-001529;74,00;CMD-003053;ES;Email/SMS
2025-07-16;CLI-001801;74,00;CMD-003054;IT;TikTok
2025-07-16;CLI-001814;63,00;CMD-003055;FR;Influence
2025-07-16;CLI-001935;63,00;CMD-003056;FR;Meta
2025-07-16;CLI-001947;123,00;CMD-003057;ES;Google
2025-07-16;CLI-001978;123,00;CMD-003058;IT;Google
2025-07-17;CLI-001881;-74,00;R-CMD-003004;IT;Remboursement
2025-07-17;CLI-000335;113,00;CMD-003059;FR;Email/SMS
2025-07-17;CLI-001564;29,00;CMD-003060;FR;Meta retargeting
2025-07-17;CLI-001808;98,00;CMD-003061;DE;Google
2025-07-17;CLI-001831;74,00;CMD-003062;FR;Google
2025-07-17;CLI-001833;98,00;CMD-003063;FR;Meta
2025-07-17;CLI-001838;98,00;CMD-003064;FR;Meta
2025-07-17;CLI-001845;74,00;CMD-003065;FR;Google
2025-07-17;CLI-001849;74,00;CMD-003066;DE;Influence
2025-07-17;CLI-001864;39,00;CMD-003067;IT;Meta
2025-07-17;CLI-001871;24,00;CMD-003068;FR;Meta
2025-07-17;CLI-001885;74,00;CMD-003069;DE;Influence
2025-07-17;CLI-001893;39,00;CMD-003070;FR;Meta
2025-07-17;CLI-001912;74,00;CMD-003071;FR;Meta
2025-07-17;CLI-001913;63,00;CMD-003072;FR;Google
2025-07-17;CLI-001943;39,00;CMD-003073;FR;Meta
2025-07-17;CLI-001958;39,00;CMD-003074;FR;Meta
2025-07-18;CLI-000483;74,00;CMD-003075;DE;Meta retargeting
2025-07-18;CLI-000775;99,00;CMD-003076;FR;Email/SMS
2025-07-18;CLI-000903;99,00;CMD-003077;FR;Meta retargeting
2025-07-18;CLI-000956;138,00;CMD-003078;FR;Email/SMS
2025-07-18;CLI-001097;78,00;CMD-003079;DE;Email/SMS
2025-07-18;CLI-001123;68,00;CMD-003080;FR;Direct
2025-07-18;CLI-001514;39,00;CMD-003081;FR;Email/SMS
2025-07-18;CLI-001798;74,00;CMD-003082;FR;TikTok
2025-07-18;CLI-001816;123,00;CMD-003083;BE;Meta
2025-07-18;CLI-001906;74,00;CMD-003084;BE;TikTok
2025-07-19;CLI-001915;-99,00;R-CMD-003040;ES;Remboursement
2025-07-19;CLI-000367;74,00;CMD-003085;FR;Direct
2025-07-19;CLI-000870;74,00;CMD-003086;BE;Direct
2025-07-19;CLI-000875;113,00;CMD-003087;FR;Direct
2025-07-19;CLI-000910;39,00;CMD-003088;FR;Direct
2025-07-19;CLI-000946;113,00;CMD-003089;NL;Email/SMS
2025-07-19;CLI-001146;138,00;CMD-003090;BE;Email/SMS
2025-07-19;CLI-001805;48,00;CMD-003091;FR;Meta
2025-07-20;CLI-000065;68,00;CMD-003092;IT;Direct
2025-07-20;CLI-001272;138,00;CMD-003093;FR;Email/SMS
2025-07-20;CLI-001666;39,00;CMD-003094;FR;Email/SMS
2025-07-20;CLI-001811;63,00;CMD-003095;ES;Meta
2025-07-20;CLI-001824;39,00;CMD-003096;FR;TikTok
2025-07-20;CLI-001859;39,00;CMD-003097;FR;Meta
2025-07-20;CLI-001865;74,00;CMD-003098;FR;Meta
2025-07-20;CLI-001900;29,00;CMD-003099;DE;TikTok
2025-07-21;CLI-000572;99,00;CMD-003100;FR;Direct
2025-07-21;CLI-000856;138,00;CMD-003101;DE;Email/SMS
2025-07-21;CLI-000984;113,00;CMD-003102;FR;Email/SMS
2025-07-21;CLI-001227;113,00;CMD-003103;DE;Direct
2025-07-21;CLI-001297;138,00;CMD-003104;FR;Email/SMS
2025-07-21;CLI-001803;39,00;CMD-003105;DE;Meta
2025-07-21;CLI-001818;74,00;CMD-003106;FR;Google
2025-07-21;CLI-001872;74,00;CMD-003107;FR;Meta
2025-07-21;CLI-001888;98,00;CMD-003108;DE;Meta
2025-07-21;CLI-001891;74,00;CMD-003109;BE;Google
2025-07-21;CLI-001951;74,00;CMD-003110;FR;Google
2025-07-21;CLI-001962;99,00;CMD-003111;BE;Influence
2025-07-21;CLI-001973;99,00;CMD-003112;FR;Influence
2025-07-21;CLI-001976;39,00;CMD-003113;DE;TikTok
2025-07-22;CLI-000304;138,00;CMD-003114;FR;Meta retargeting
2025-07-22;CLI-000668;113,00;CMD-003115;FR;Meta retargeting
2025-07-22;CLI-001875;39,00;CMD-003116;FR;Google
2025-07-22;CLI-001969;74,00;CMD-003117;BE;Meta
2025-07-23;CLI-000499;74,00;CMD-003118;FR;Email/SMS
2025-07-23;CLI-000642;99,00;CMD-003119;FR;Meta retargeting
2025-07-23;CLI-000744;99,00;CMD-003120;FR;Direct
2025-07-23;CLI-000956;99,00;CMD-003121;FR;Email/SMS
2025-07-23;CLI-001296;113,00;CMD-003122;FR;Meta retargeting
2025-07-23;CLI-001338;138,00;CMD-003123;FR;Meta retargeting
2025-07-23;CLI-001395;138,00;CMD-003124;IT;Email/SMS
2025-07-23;CLI-001424;99,00;CMD-003125;ES;Email/SMS
2025-07-23;CLI-001485;99,00;CMD-003126;FR;Direct
2025-07-23;CLI-001518;138,00;CMD-003127;FR;Meta retargeting
2025-07-23;CLI-001559;78,00;CMD-003128;FR;Meta retargeting
2025-07-23;CLI-001564;74,00;CMD-003129;FR;Meta retargeting
2025-07-23;CLI-001813;98,00;CMD-003130;FR;Meta
2025-07-23;CLI-001855;99,00;CMD-003131;ES;Meta
2025-07-23;CLI-001856;74,00;CMD-003132;FR;Google
2025-07-23;CLI-001880;74,00;CMD-003133;BE;Meta
2025-07-23;CLI-001892;78,00;CMD-003134;FR;Email/SMS
2025-07-23;CLI-001922;39,00;CMD-003135;FR;Meta
2025-07-23;CLI-001941;29,00;CMD-003136;FR;Meta
2025-07-23;CLI-001946;74,00;CMD-003137;FR;Meta
2025-07-23;CLI-001971;74,00;CMD-003138;FR;Google
2025-07-24;CLI-000302;63,00;CMD-003139;ES;Meta retargeting
2025-07-24;CLI-000372;99,00;CMD-003140;FR;Email/SMS
2025-07-24;CLI-001602;99,00;CMD-003141;FR;Email/SMS
2025-07-24;CLI-001832;74,00;CMD-003142;FR;Meta
2025-07-24;CLI-001857;74,00;CMD-003143;FR;Google
2025-07-24;CLI-001887;39,00;CMD-003144;DE;Influence
2025-07-24;CLI-001901;98,00;CMD-003145;NL;Meta
2025-07-24;CLI-001907;39,00;CMD-003146;NL;Meta
2025-07-24;CLI-001933;99,00;CMD-003147;FR;Meta
2025-07-25;CLI-000042;99,00;CMD-003148;NL;Email/SMS
2025-07-25;CLI-000217;74,00;CMD-003149;FR;Email/SMS
2025-07-25;CLI-000218;74,00;CMD-003150;ES;Email/SMS
2025-07-25;CLI-000337;138,00;CMD-003151;FR;Email/SMS
2025-07-25;CLI-000741;113,00;CMD-003152;IT;Email/SMS
2025-07-25;CLI-000910;138,00;CMD-003153;FR;Email/SMS
2025-07-25;CLI-001151;99,00;CMD-003154;FR;Direct
2025-07-25;CLI-001492;99,00;CMD-003155;ES;Meta retargeting
2025-07-25;CLI-001638;99,00;CMD-003156;FR;Direct
2025-07-25;CLI-001690;138,00;CMD-003157;FR;Email/SMS
2025-07-25;CLI-001736;138,00;CMD-003158;IT;Direct
2025-07-25;CLI-001740;74,00;CMD-003159;DE;Direct
2025-07-25;CLI-001809;39,00;CMD-003160;FR;Meta
2025-07-25;CLI-001828;24,00;CMD-003161;DE;Meta
2025-07-25;CLI-001852;39,00;CMD-003162;FR;Meta
2025-07-25;CLI-001921;39,00;CMD-003163;FR;Meta
2025-07-25;CLI-001942;74,00;CMD-003164;ES;Meta
2025-07-26;CLI-000326;39,00;CMD-003165;ES;Direct
2025-07-26;CLI-000761;138,00;CMD-003166;FR;Meta retargeting
2025-07-26;CLI-001148;99,00;CMD-003167;ES;Meta retargeting
2025-07-26;CLI-001529;39,00;CMD-003168;ES;Meta retargeting
2025-07-26;CLI-001674;138,00;CMD-003169;FR;Email/SMS
2025-07-26;CLI-001839;39,00;CMD-003170;FR;Meta
2025-07-26;CLI-001842;74,00;CMD-003171;ES;TikTok
2025-07-26;CLI-001879;74,00;CMD-003172;FR;Google
2025-07-26;CLI-001929;29,00;CMD-003173;FR;Meta
2025-07-26;CLI-001960;74,00;CMD-003174;NL;Meta
2025-07-27;CLI-000094;68,00;CMD-003175;FR;Email/SMS
2025-07-27;CLI-000262;138,00;CMD-003176;FR;Email/SMS
2025-07-27;CLI-000292;113,00;CMD-003177;FR;Email/SMS
2025-07-27;CLI-001741;113,00;CMD-003178;FR;Direct
2025-07-27;CLI-001812;74,00;CMD-003179;FR;TikTok
2025-07-27;CLI-001818;39,00;CMD-003180;FR;Direct
2025-07-27;CLI-001837;74,00;CMD-003181;DE;Meta
2025-07-27;CLI-001851;24,00;CMD-003182;BE;Meta
2025-07-27;CLI-001870;39,00;CMD-003183;DE;Meta
2025-07-27;CLI-001878;98,00;CMD-003184;BE;Meta
2025-07-27;CLI-001949;63,00;CMD-003185;IT;Meta
2025-07-27;CLI-001956;99,00;CMD-003186;FR;Email/SMS
2025-07-28;CLI-000679;99,00;CMD-003187;FR;Email/SMS
2025-07-28;CLI-001019;78,00;CMD-003188;DE;Meta retargeting
2025-07-28;CLI-001085;39,00;CMD-003189;IT;Direct
2025-07-28;CLI-001247;99,00;CMD-003190;FR;Email/SMS
2025-07-28;CLI-001248;74,00;CMD-003191;NL;Direct
2025-07-28;CLI-001830;39,00;CMD-003192;DE;Google
2025-07-28;CLI-001909;24,00;CMD-003193;FR;Google
2025-07-28;CLI-001916;39,00;CMD-003194;FR;Meta
2025-07-28;CLI-001938;74,00;CMD-003195;FR;Meta
2025-07-28;CLI-001961;74,00;CMD-003196;FR;Meta
2025-07-29;CLI-000091;74,00;CMD-003197;IT;Direct
2025-07-29;CLI-000271;78,00;CMD-003198;DE;Email/SMS
2025-07-29;CLI-001057;113,00;CMD-003199;BE;Direct
2025-07-29;CLI-001062;113,00;CMD-003200;BE;Email/SMS
2025-07-29;CLI-001148;138,00;CMD-003201;ES;Direct
2025-07-29;CLI-001168;39,00;CMD-003202;FR;Meta retargeting
2025-07-29;CLI-001418;78,00;CMD-003203;BE;Direct
2025-07-29;CLI-001799;39,00;CMD-003204;FR;Meta
2025-07-29;CLI-001835;29,00;CMD-003205;FR;Meta
2025-07-29;CLI-001860;24,00;CMD-003206;DE;TikTok
2025-07-29;CLI-001867;53,00;CMD-003207;BE;TikTok
2025-07-29;CLI-001882;39,00;CMD-003208;BE;Influence
2025-07-29;CLI-001902;74,00;CMD-003209;ES;Google
2025-07-29;CLI-001932;74,00;CMD-003210;FR;Meta
2025-07-29;CLI-001968;99,00;CMD-003211;FR;Meta
2025-07-29;CLI-001979;39,00;CMD-003212;DE;Meta
2025-07-30;CLI-000415;138,00;CMD-003213;FR;Direct
2025-07-30;CLI-000888;74,00;CMD-003214;FR;Meta retargeting
2025-07-30;CLI-001148;113,00;CMD-003215;ES;Email/SMS
2025-07-30;CLI-001541;39,00;CMD-003216;FR;Email/SMS
2025-07-30;CLI-001843;74,00;CMD-003217;FR;Google
2025-07-30;CLI-001868;99,00;CMD-003218;FR;Meta
2025-07-30;CLI-001917;74,00;CMD-003219;DE;Meta
2025-07-30;CLI-001923;74,00;CMD-003220;FR;Meta
2025-07-30;CLI-001936;74,00;CMD-003221;FR;Google
2025-07-30;CLI-001972;98,00;CMD-003222;FR;Meta
2025-07-31;CLI-000198;78,00;CMD-003223;DE;Direct
2025-07-31;CLI-000551;99,00;CMD-003224;DE;Email/SMS
2025-07-31;CLI-000880;138,00;CMD-003225;FR;Meta retargeting
2025-07-31;CLI-001358;39,00;CMD-003226;IT;Email/SMS
2025-07-31;CLI-001625;74,00;CMD-003227;FR;Meta retargeting
2025-07-31;CLI-001752;39,00;CMD-003228;FR;Direct
2025-07-31;CLI-001806;74,00;CMD-003229;NL;Meta
2025-07-31;CLI-001819;99,00;CMD-003230;FR;TikTok
2025-07-31;CLI-001836;99,00;CMD-003231;FR;Autre
2025-07-31;CLI-001866;74,00;CMD-003232;FR;Meta
2025-07-31;CLI-001925;39,00;CMD-003233;FR;Meta
2025-07-31;CLI-001931;74,00;CMD-003234;FR;Google
2025-08-01;CLI-000109;74,00;CMD-003235;FR;Email/SMS
2025-08-01;CLI-000117;99,00;CMD-003236;IT;Email/SMS
2025-08-01;CLI-000487;63,00;CMD-003237;DE;Email/SMS
2025-08-01;CLI-002070;74,00;CMD-003238;FR;Google
2025-08-01;CLI-002147;53,00;CMD-003239;FR;Meta
2025-08-02;CLI-000302;29,00;CMD-003240;ES;Email/SMS
2025-08-02;CLI-000487;113,00;CMD-003241;DE;Direct
2025-08-02;CLI-000768;39,00;CMD-003242;DE;Email/SMS
2025-08-02;CLI-000859;113,00;CMD-003243;FR;Meta retargeting
2025-08-02;CLI-000979;74,00;CMD-003244;IT;Meta retargeting
2025-08-02;CLI-001400;39,00;CMD-003245;FR;Email/SMS
2025-08-02;CLI-001418;138,00;CMD-003246;BE;Email/SMS
2025-08-02;CLI-001464;113,00;CMD-003247;FR;Meta retargeting
2025-08-02;CLI-001666;78,00;CMD-003248;FR;Direct
2025-08-02;CLI-001691;138,00;CMD-003249;IT;Meta retargeting
2025-08-02;CLI-001875;99,00;CMD-003250;FR;Meta retargeting
2025-08-02;CLI-001906;113,00;CMD-003251;BE;Meta retargeting
2025-08-02;CLI-002042;74,00;CMD-003252;FR;Meta
2025-08-02;CLI-002086;39,00;CMD-003253;FR;TikTok
2025-08-03;CLI-000461;99,00;CMD-003254;FR;Direct
2025-08-03;CLI-000513;99,00;CMD-003255;BE;Email/SMS
2025-08-03;CLI-000750;99,00;CMD-003256;FR;Direct
2025-08-03;CLI-000906;24,00;CMD-003257;IT;Meta retargeting
2025-08-03;CLI-001252;113,00;CMD-003258;FR;Email/SMS
2025-08-03;CLI-001392;74,00;CMD-003259;FR;Direct
2025-08-03;CLI-001949;99,00;CMD-003260;IT;Direct
2025-08-03;CLI-002015;39,00;CMD-003261;FR;TikTok
2025-08-03;CLI-002028;39,00;CMD-003262;FR;Meta
2025-08-03;CLI-002036;39,00;CMD-003263;FR;Google
2025-08-03;CLI-002061;39,00;CMD-003264;ES;Meta
2025-08-03;CLI-002071;39,00;CMD-003265;FR;Google
2025-08-03;CLI-002114;74,00;CMD-003266;FR;Meta
2025-08-03;CLI-002139;99,00;CMD-003267;ES;Meta
2025-08-03;CLI-002148;63,00;CMD-003268;DE;Meta
2025-08-03;CLI-002151;99,00;CMD-003269;FR;Meta
2025-08-03;CLI-002153;39,00;CMD-003270;DE;Meta
2025-08-04;CLI-000124;39,00;CMD-003271;FR;Email/SMS
2025-08-04;CLI-000535;29,00;CMD-003272;FR;Meta retargeting
2025-08-04;CLI-000664;138,00;CMD-003273;BE;Meta retargeting
2025-08-04;CLI-000960;113,00;CMD-003274;FR;Email/SMS
2025-08-04;CLI-001107;138,00;CMD-003275;NL;Email/SMS
2025-08-04;CLI-001423;138,00;CMD-003276;IT;Email/SMS
2025-08-04;CLI-001559;74,00;CMD-003277;FR;Meta retargeting
2025-08-04;CLI-001727;99,00;CMD-003278;FR;Meta retargeting
2025-08-04;CLI-002095;63,00;CMD-003279;DE;Google
2025-08-04;CLI-002101;39,00;CMD-003280;FR;Meta
2025-08-05;CLI-000092;39,00;CMD-003281;FR;Meta retargeting
2025-08-05;CLI-000603;74,00;CMD-003282;FR;Email/SMS
2025-08-05;CLI-001226;24,00;CMD-003283;FR;Meta retargeting
2025-08-05;CLI-001360;99,00;CMD-003284;FR;Direct
2025-08-05;CLI-001529;113,00;CMD-003285;ES;Direct
2025-08-05;CLI-001759;99,00;CMD-003286;FR;Email/SMS
2025-08-05;CLI-001862;113,00;CMD-003287;FR;Direct
2025-08-05;CLI-002010;39,00;CMD-003288;FR;Meta
2025-08-05;CLI-002018;74,00;CMD-003289;DE;Meta
2025-08-05;CLI-002045;99,00;CMD-003290;DE;Meta
2025-08-05;CLI-002060;74,00;CMD-003291;DE;Influence
2025-08-05;CLI-002066;99,00;CMD-003292;FR;Influence
2025-08-05;CLI-002074;74,00;CMD-003293;FR;Meta
2025-08-05;CLI-002089;99,00;CMD-003294;FR;Meta
2025-08-05;CLI-002105;99,00;CMD-003295;BE;Meta
2025-08-05;CLI-002135;39,00;CMD-003296;ES;Meta
2025-08-06;CLI-000120;74,00;CMD-003297;DE;Email/SMS
2025-08-06;CLI-000636;99,00;CMD-003298;NL;Meta retargeting
2025-08-06;CLI-001299;39,00;CMD-003299;FR;Direct
2025-08-06;CLI-001394;99,00;CMD-003300;BE;Direct
2025-08-06;CLI-001427;68,00;CMD-003301;FR;Email/SMS
2025-08-06;CLI-001564;74,00;CMD-003302;FR;Email/SMS
2025-08-06;CLI-001758;74,00;CMD-003303;FR;Direct
2025-08-06;CLI-001844;29,00;CMD-003304;FR;Meta retargeting
2025-08-06;CLI-001993;123,00;CMD-003305;DE;Influence
2025-08-06;CLI-002005;74,00;CMD-003306;DE;Google
2025-08-06;CLI-002017;39,00;CMD-003307;FR;Influence
2025-08-06;CLI-002021;74,00;CMD-003308;FR;Meta
2025-08-06;CLI-002035;39,00;CMD-003309;FR;Meta
2025-08-06;CLI-002052;99,00;CMD-003310;FR;Influence
2025-08-06;CLI-002058;29,00;CMD-003311;FR;Meta
2025-08-06;CLI-002092;39,00;CMD-003312;BE;Google
2025-08-06;CLI-002116;39,00;CMD-003313;FR;Google
2025-08-06;CLI-002140;74,00;CMD-003314;ES;Meta
2025-08-07;CLI-001418;-78,00;R-CMD-003203;BE;Remboursement
2025-08-07;CLI-000154;99,00;CMD-003315;ES;Email/SMS
2025-08-07;CLI-000884;99,00;CMD-003316;FR;Email/SMS
2025-08-07;CLI-000989;78,00;CMD-003317;FR;Direct
2025-08-07;CLI-001050;74,00;CMD-003318;DE;Meta retargeting
2025-08-07;CLI-001214;74,00;CMD-003319;NL;Email/SMS
2025-08-07;CLI-001231;138,00;CMD-003320;FR;Meta retargeting
2025-08-07;CLI-001808;99,00;CMD-003321;DE;Email/SMS
2025-08-07;CLI-002029;74,00;CMD-003322;DE;Influence
2025-08-07;CLI-002041;74,00;CMD-003323;FR;Meta
2025-08-07;CLI-002122;63,00;CMD-003324;BE;Google
2025-08-07;CLI-002125;74,00;CMD-003325;ES;Meta
2025-08-07;CLI-002134;74,00;CMD-003326;FR;TikTok
2025-08-07;CLI-002154;74,00;CMD-003327;BE;Meta
2025-08-08;CLI-000813;99,00;CMD-003328;FR;Direct
2025-08-08;CLI-000980;39,00;CMD-003329;FR;Direct
2025-08-08;CLI-001123;99,00;CMD-003330;FR;Direct
2025-08-08;CLI-001203;74,00;CMD-003331;BE;Email/SMS
2025-08-08;CLI-001281;138,00;CMD-003332;FR;Meta retargeting
2025-08-08;CLI-001412;74,00;CMD-003333;ES;Direct
2025-08-08;CLI-001913;99,00;CMD-003334;FR;Direct
2025-08-08;CLI-001988;74,00;CMD-003335;FR;TikTok
2025-08-08;CLI-002047;39,00;CMD-003336;NL;Influence
2025-08-08;CLI-002069;29,00;CMD-003337;FR;Meta
2025-08-08;CLI-002090;99,00;CMD-003338;DE;Meta
2025-08-08;CLI-002097;123,00;CMD-003339;FR;TikTok
2025-08-08;CLI-002111;39,00;CMD-003340;BE;Meta
2025-08-08;CLI-002131;99,00;CMD-003341;FR;Google
2025-08-08;CLI-002142;39,00;CMD-003342;FR;Meta
2025-08-08;CLI-002144;74,00;CMD-003343;FR;Meta
2025-08-09;CLI-000466;138,00;CMD-003344;FR;Direct
2025-08-09;CLI-000487;24,00;CMD-003345;DE;Meta retargeting
2025-08-09;CLI-000641;138,00;CMD-003346;ES;Direct
2025-08-09;CLI-000932;39,00;CMD-003347;DE;Direct
2025-08-09;CLI-001172;29,00;CMD-003348;ES;Email/SMS
2025-08-09;CLI-001255;99,00;CMD-003349;FR;Meta retargeting
2025-08-09;CLI-001946;78,00;CMD-003350;FR;Email/SMS
2025-08-09;CLI-002026;39,00;CMD-003351;FR;Google
2025-08-09;CLI-002031;63,00;CMD-003352;FR;Meta
2025-08-09;CLI-002039;74,00;CMD-003353;BE;Meta
2025-08-09;CLI-002088;123,00;CMD-003354;FR;Meta
2025-08-09;CLI-002112;99,00;CMD-003355;IT;Meta
2025-08-10;CLI-000142;99,00;CMD-003356;FR;Email/SMS
2025-08-10;CLI-000864;138,00;CMD-003357;FR;Direct
2025-08-10;CLI-000994;138,00;CMD-003358;FR;Email/SMS
2025-08-10;CLI-001064;113,00;CMD-003359;NL;Email/SMS
2025-08-10;CLI-001151;99,00;CMD-003360;FR;Email/SMS
2025-08-10;CLI-001409;74,00;CMD-003361;FR;Direct
2025-08-10;CLI-001492;99,00;CMD-003362;ES;Direct
2025-08-10;CLI-001499;99,00;CMD-003363;DE;Direct
2025-08-10;CLI-001575;74,00;CMD-003364;DE;Direct
2025-08-10;CLI-001678;74,00;CMD-003365;FR;Direct
2025-08-10;CLI-001959;99,00;CMD-003366;FR;Email/SMS
2025-08-10;CLI-002000;39,00;CMD-003367;IT;TikTok
2025-08-10;CLI-002014;39,00;CMD-003368;FR;Meta
2025-08-10;CLI-002046;74,00;CMD-003369;ES;Meta
2025-08-10;CLI-002053;39,00;CMD-003370;FR;Meta
2025-08-10;CLI-002073;39,00;CMD-003371;ES;Meta
2025-08-11;CLI-000547;138,00;CMD-003372;FR;Email/SMS
2025-08-11;CLI-001110;99,00;CMD-003373;FR;Direct
2025-08-11;CLI-001151;99,00;CMD-003374;FR;Direct
2025-08-11;CLI-001265;78,00;CMD-003375;IT;Email/SMS
2025-08-11;CLI-001441;39,00;CMD-003376;FR;Email/SMS
2025-08-11;CLI-001586;39,00;CMD-003377;FR;Meta retargeting
2025-08-11;CLI-001988;99,00;CMD-003378;FR;Meta retargeting
2025-08-11;CLI-001991;39,00;CMD-003379;FR;Meta
2025-08-11;CLI-002087;99,00;CMD-003380;FR;Google
2025-08-11;CLI-002102;99,00;CMD-003381;BE;Google
2025-08-11;CLI-002129;99,00;CMD-003382;FR;Meta
2025-08-11;CLI-002132;63,00;CMD-003383;FR;Autre
2025-08-11;CLI-002143;99,00;CMD-003384;DE;Google
2025-08-11;CLI-002152;74,00;CMD-003385;FR;Autre
2025-08-12;CLI-000613;63,00;CMD-003386;DE;Email/SMS
2025-08-12;CLI-000700;74,00;CMD-003387;ES;Email/SMS
2025-08-12;CLI-000801;68,00;CMD-003388;FR;Email/SMS
2025-08-12;CLI-001074;138,00;CMD-003389;FR;Email/SMS
2025-08-12;CLI-001232;138,00;CMD-003390;BE;Meta retargeting
2025-08-12;CLI-001545;113,00;CMD-003391;FR;Direct
2025-08-12;CLI-001963;99,00;CMD-003392;FR;Meta retargeting
2025-08-12;CLI-002009;24,00;CMD-003393;IT;Meta
2025-08-12;CLI-002037;39,00;CMD-003394;NL;TikTok
2025-08-12;CLI-002055;24,00;CMD-003395;FR;Meta
2025-08-12;CLI-002064;39,00;CMD-003396;FR;TikTok
2025-08-13;CLI-000057;99,00;CMD-003397;FR;Email/SMS
2025-08-13;CLI-000374;74,00;CMD-003398;FR;Meta retargeting
2025-08-13;CLI-000989;29,00;CMD-003399;FR;Email/SMS
2025-08-13;CLI-001184;138,00;CMD-003400;FR;Email/SMS
2025-08-13;CLI-001423;99,00;CMD-003401;IT;Email/SMS
2025-08-13;CLI-001560;63,00;CMD-003402;FR;Direct
2025-08-13;CLI-001699;39,00;CMD-003403;IT;Email/SMS
2025-08-13;CLI-001720;74,00;CMD-003404;FR;Meta retargeting
2025-08-13;CLI-001872;74,00;CMD-003405;FR;Direct
2025-08-13;CLI-001977;78,00;CMD-003406;FR;Direct
